Year,Month,resid_sales,resid_count,resid_np,comm_sales,comm_count,comm_np,CPI,County,Population,resid_pc,comm_pc,resid_rp,comm_rp
2013,5,2584784.1,2879707.0,8.69,2325341.5,363525.0,7.69,232.945,State,6882400,0.37556435255143555,0.3378678222713007,3.730494322694198,3.3012084397604586
2013,6,2225378.8,2862051.0,8.85,2218849.1,358626.0,7.65,233.504,State,6882400,0.3233434267116122,0.32239467336975475,3.7900849664245584,3.276175140468686
2013,7,2480050.6,2883105.0,8.9,2549974.3,363417.0,7.74,233.596,State,6882400,0.3603467685691038,0.3705065529466465,3.8099967465196323,3.3134129009058375
2013,8,2381377.0,2875868.0,8.96,2528641.5,360018.0,7.67,233.877,State,6882400,0.34600967685691036,0.36740693653376727,3.8310735985154594,3.2795016183720502
2013,9,2232170.0,2876535.0,9.0,2491630.2,362325.0,7.72,234.149,State,6882400,0.3243301755201674,0.36202926304777405,3.8437063579173945,3.297045898124698
2013,10,2470775.4,2903818.0,8.84,2455894.3,363804.0,7.82,233.546,State,6882400,0.3589990991514588,0.35683690282459607,3.785121560634736,3.348376765176882
2013,11,2892607.2,2876112.0,8.73,2353093.4,361052.0,7.97,233.069,State,6882400,0.4202904800650936,0.3419001220504475,3.7456718825755466,3.419588190621661
2013,12,4049007.8,2881859.0,8.66,2626794.1,359196.0,7.91,233.049,State,6882400,0.588313349994188,0.381668327908869,3.715956730129715,3.3941359971508134
2014,1,4270973.3,2897422.0,8.52,2603071.0,358454.0,7.91,233.916,State,6968170,0.6129261054193569,0.3735659434256053,3.6423331452316217,3.381555772157527
2014,2,3934074.5,2880698.0,8.61,2523444.8,355044.0,8.02,234.781,State,6968170,0.5645778590361601,0.3621388111943308,3.667247349657766,3.4159493315046787
2014,3,3597735.3,2901651.0,8.64,2509958.9,359886.0,8.12,236.293,State,6968170,0.5163099206821877,0.3602034537044877,3.6564773395741725,3.4364115737664673
2014,4,2895589.7,2899761.0,8.69,2314214.9,357081.0,8.11,237.072,State,6968170,0.4155452148842523,0.33211229060140607,3.6655530809205636,3.420901667004116
2014,5,2465722.9,2912494.0,8.89,2212825.2,361177.0,7.97,237.9,State,6968170,0.35385515852799226,0.3175618849712335,3.7368642286675073,3.3501471206389235
2014,6,2263772.5,2894791.0,8.75,2374740.6,356717.0,7.69,238.343,State,6968170,0.32487331681058296,0.34079831577013764,3.6711797703309936,3.2264425638680394
2014,7,2395319.7,2916503.0,8.93,2414798.5,361973.0,7.98,238.25,State,6968170,0.3437516162780185,0.346547013060818,3.7481636935991602,3.3494228751311654
2014,8,2403615.7,2907444.0,8.9,2452015.0,358964.0,7.88,237.852,State,6968170,0.34494217276558986,0.3518879418843111,3.7418226460151693,3.3129845450111834
2014,9,2220947.0,2914136.0,8.92,2432919.4,361276.0,7.89,238.031,State,6968170,0.31872744206872106,0.34914753801930776,3.747411051501695,3.31469430452336
2014,10,2276976.7,2928697.0,8.8,2475880.4,360944.0,8.04,237.433,State,6968170,0.3267682476173802,0.35531285832578713,3.7063087270935386,3.386218427935459
2014,11,2639821.7,2916089.0,8.61,2197776.4,359579.0,8.2,236.151,State,6968170,0.37884002542991924,0.31540223616817614,3.645972280447679,3.4723545528073134
2014,12,3718409.0,2922719.0,8.19,2528664.9,359501.0,7.81,234.812,State,6968170,0.5336277674052154,0.36288794618960213,3.4878967003389945,3.3260651074050727
2015,1,3863496.2,2925362.0,8.64,2551655.3,362424.0,8.1,233.707,State,7061410,0.547128151459836,0.3613520954030427,3.696936762698593,3.4658782150299308
2015,2,3155025.6,2947126.0,8.68,2366743.2,362938.0,8.23,234.722,State,7061410,0.44679824567614684,0.3351658096612433,3.6979916667376727,3.50627550889989
2015,3,3130264.2,2944691.0,8.72,2428517.3,364436.0,8.25,236.119,State,7061410,0.4432916655455497,0.34391393503563733,3.6930530791677083,3.4940009063226594
2015,4,2789577.0,2940063.0,8.86,2349260.6,363047.0,8.04,236.599,State,7061410,0.39504532380926755,0.3326900151669426,3.7447326489122945,3.3981546836630754
2015,5,2328917.4,2938761.0,8.94,2222906.6,365024.0,8.01,237.805,State,7061410,0.3298091174425504,0.31479642167782357,3.7593826874960574,3.3683059649713
2015,6,2343527.7,2940289.0,9.43,2498455.9,362496.0,8.13,238.638,State,7061410,0.33187815181387287,0.35381827425400875,3.9515919509885262,3.406833781711211
2015,7,2567044.9,2949476.0,9.38,2578128.2,366721.0,8.18,238.654,State,7061410,0.3635314901698103,0.36510104922388026,3.9303761931499164,3.4275562110838287
2015,8,2440113.0,2938905.0,9.4,2509326.9,362842.0,8.08,238.316,State,7061410,0.3455560575012639,0.35535776849099543,3.944342805350879,3.390456368854798
2015,9,2288277.3,2956051.0,9.41,2411300.0,369200.0,8.2,237.945,State,7061410,0.3240538787579251,0.34147571094158247,3.9546954128054805,3.4461745361322995
2015,10,2333355.4,2966918.0,9.44,2370410.0,368626.0,8.37,237.838,State,7061410,0.33043760382133314,0.3356850827242718,3.9690882028944072,3.5192021459985368
2015,11,2936136.2,2933914.0,9.41,2342598.4,365337.0,8.49,237.336,State,7061410,0.41580027218360077,0.3317465492019299,3.9648430916506556,3.5772069976741836
2015,12,3896252.2,2967556.0,9.22,2637209.6,368010.0,8.53,236.525,State,7061410,0.5517668850838572,0.37346784848918274,3.8981080224077793,3.606384103160342
2016,1,3969633.5,2940929.0,9.24,2574624.6,360806.0,8.43,236.916,State,7183700,0.5525889861770397,0.35839812352965744,3.9001164969862736,3.5582231677050093
2016,2,3348884.0,2959631.0,9.24,2406544.4,360114.0,8.58,237.111,State,7183700,0.4661781533193201,0.3350006820997536,3.8969090426003015,3.61855839670028
2016,3,3221564.0,3004846.0,9.3,2383514.5,367895.0,8.57,238.132,State,7183700,0.44845469604799754,0.3317948271781951,3.9053970067021653,3.5988443384341458
2016,4,2482598.0,2967370.0,9.53,2244076.2,362622.0,8.21,239.261,State,7183700,0.3455876498183387,0.312384453693779,3.983097955788866,3.4313991833186357
2016,5,2247637.0,2977186.0,9.65,2281543.1,365675.0,8.33,240.229,State,7183700,0.3128801314086056,0.31759999721591936,4.01700044540834,3.4675247368136235
2016,6,2273240.4,2986536.0,9.67,2354526.8,365040.0,8.36,241.018,State,7183700,0.3164442279048401,0.32775962247866697,4.0121484702387376,3.468620600950966
2016,7,2422746.6,2971812.0,9.75,2420180.4,364491.0,8.32,240.628,State,7183700,0.3372560936564723,0.3368988682712251,4.051897534783982,3.4576192296823316
2016,8,2494089.4,3003089.0,9.73,2589239.4,367704.0,8.32,240.849,State,7183700,0.3471872990241797,0.36043256260701306,4.0398756067079375,3.4544465619537554
2016,9,2179921.6,3004301.0,9.8,2363665.3,375644.0,8.44,241.428,State,7183700,0.3034538747442126,0.32903173851914747,4.059181205162616,3.4958662624053547
2016,10,2507661.2,2997908.0,9.52,2361360.4,374432.0,8.61,241.729,State,7183700,0.3490765482968387,0.3287108871472918,3.938294536443703,3.5618399116365844
2016,11,2795249.1,2998580.0,9.6,2307787.9,374970.0,8.54,241.353,State,7183700,0.38910994334395926,0.32125337917786095,3.9775764129718705,3.53838568403956
2016,12,4268523.1,3017400.0,9.27,2701999.1,374813.0,8.44,241.432,State,7183700,0.5941956234252543,0.3761291674206885,3.839590443686007,3.4958083435501512
2017,1,4717632.5,3004502.0,9.28,2759099.4,378033.0,8.42,242.839,State,7310300,0.6453404785029342,0.37742628893479063,3.8214619562755567,3.467317852568986
2017,2,3765724.8,3010951.0,9.33,2463444.9,377421.0,8.7,243.603,State,7310300,0.5151258908663119,0.3369827366865929,3.8300020935702763,3.5713845888597424
2017,3,3634844.8,3043129.0,9.35,2506876.1,382649.0,8.6,243.801,State,7310300,0.49722238485424675,0.3429238334952054,3.8350950160171613,3.527467073555892
2017,4,2841025.4,3018640.0,9.75,2323241.4,376991.0,8.43,244.524,State,7310300,0.38863321614708013,0.3178038384197639,3.9873386661432004,3.4475143544191984
2017,5,2523213.4,3039780.0,9.79,2386042.3,382944.0,8.56,244.733,State,7310300,0.3451586665389929,0.3263945802497845,4.000277853824372,3.497689318563496
2017,6,2354062.1,3040339.0,9.95,2372252.0,380176.0,8.51,244.955,State,7310300,0.3220199034239361,0.3245081597198473,4.06197056602233,3.474107489130657
2017,7,2555073.2,3031964.0,9.9,2514432.8,380463.0,8.52,244.786,State,7310300,0.3495168734525259,0.34395753936226964,4.044348941524434,3.4805912102816334
2017,8,2599300.9,3059103.0,9.87,2590805.0,383594.0,8.38,245.519,State,7310300,0.35556692611794316,0.3544047439913547,4.020055474321742,3.4131777988668905
2017,9,2312686.4,3032740.0,10.15,2444581.8,381550.0,8.63,246.819,State,7310300,0.31635998522632447,0.33440239114673814,4.112325226177887,3.496489330237948
2017,10,2628082.5,3069648.0,9.76,2348498.8,383310.0,8.78,246.663,State,7310300,0.35950405592109763,0.3212588813044608,3.9568155742855633,3.559512371129841
2017,11,3217788.2,3049378.0,9.76,2415409.9,383221.0,8.65,246.669,State,7310300,0.4401718397329795,0.33041187092185,3.9567193283306774,3.506723585047168
2017,12,4133467.1,3051887.0,9.64,2674820.6,381988.0,8.65,246.524,State,7310300,0.5654305705648195,0.3658975144658906,3.9103697814411578,3.508786162807678
2018,1,4078575.4,3067600.0,9.64,2563878.7,384043.0,8.72,247.867,State,7427570,0.5491130208129981,0.34518405077299846,3.8891825051338023,3.518015710038045
2018,2,3515677.4,3053229.0,9.67,2546481.7,380601.0,8.87,248.991,State,7427570,0.47332807364992857,0.34284183117762607,3.883674510323666,3.5623777566257413
2018,3,3570291.3,3075452.0,9.83,2467631.2,385993.0,8.89,249.554,State,7427570,0.4806809360261835,0.3322259096851326,3.93902722456863,3.5623552417512845
2018,4,2865847.2,3061123.0,9.89,2339784.3,381452.0,8.62,250.546,State,7427570,0.3858391371606057,0.31501342969504154,3.947378924429047,3.440485978622688
2018,5,2356880.2,3071350.0,9.85,2419979.0,385514.0,8.66,251.588,State,7427570,0.3173151111332509,0.32581032558427586,3.915131087333259,3.442135554954927
2018,6,2300380.4,3077952.0,9.93,2363186.2,383762.0,8.62,251.989,State,7427570,0.30970834337475106,0.3181641102002405,3.940648202897745,3.4207842405819298
2018,7,2573966.1,3082741.0,9.82,2598157.3,385650.0,8.58,252.006,State,7427570,0.34654215308640646,0.34979909984019,3.8967326174773618,3.404680840932359
2018,8,2505839.1,3097854.0,9.93,2518726.2,387108.0,8.62,252.146,State,7427570,0.33736997429845833,0.3391050101177101,3.9381945380850776,3.418654271731457
2018,9,2150264.3,3069952.0,10.11,2351987.9,384226.0,8.78,252.439,State,7427570,0.2894976822837078,0.3166564434936325,4.004927923181442,3.4780679688954557
2018,10,2534706.3,3098005.0,9.72,2352521.7,385986.0,8.86,252.885,State,7427570,0.3412564674584016,0.31672831087421593,3.8436443442671573,3.5035688158649188
2018,11,3054857.1,3091054.0,9.52,2351441.0,385604.0,8.72,252.038,State,7427570,0.41128620800611776,0.3165828124137504,3.7772081987636783,3.4597957450860584
2018,12,3831693.1,3076101.0,9.43,2522628.7,382446.0,8.66,251.233,State,7427570,0.5158743842198728,0.3396304174851264,3.7534877981793793,3.446999398964308
2019,1,4120073.8,3127172.0,9.41,2628364.6,387994.0,8.72,251.712,State,7546410,0.5459647435005519,0.348293373935421,3.7383994406305616,3.4642766336130184
2019,2,3938176.2,3084943.0,9.5,2485754.5,383266.0,8.84,252.776,State,7546410,0.5218608848445817,0.3293956331553679,3.7582681900180397,3.4971674526062597
2019,3,3868505.6,3119915.0,9.56,2570380.4,389234.0,8.93,254.202,State,7546410,0.5126286008843941,0.34060969388093143,3.7607886641332486,3.5129542647186094
2019,4,2843181.9,3108831.0,9.83,2334169.2,384455.0,8.75,255.548,State,7546410,0.3767595320158857,0.30930855863914103,3.8466354657442046,3.424014275204658
2019,5,2419526.0,3135106.0,9.93,2307987.6,392121.0,8.76,256.092,State,7546410,0.3206194733654811,0.3058391473561601,3.8775127688486952,3.420645705449604
2019,6,2258606.1,3112767.0,10.04,2281299.9,387060.0,8.77,256.143,State,7546410,0.29929543981840373,0.3023026710714101,3.9196854881843346,3.4238686983442843
2019,7,2483603.8,3141314.0,9.86,2433553.4,392775.0,8.62,256.571,State,7546410,0.3291106367133511,0.3224782910019466,3.8429908290492683,3.359693807951794
2019,8,2500942.5,3107371.0,9.9,2560232.2,386946.0,8.52,256.558,State,7546410,0.33140824577514344,0.339264921996022,3.8587765729386727,3.320886505195706
2019,9,2221913.8,3104397.0,10.0,2349774.9,388677.0,8.67,256.759,State,7546410,0.2944332205644803,0.3113765220813605,3.894702814701724,3.3767073403463943
2019,10,2877578.1,3197425.0,9.78,2395821.4,396221.0,8.82,257.346,State,7546410,0.38131748738804283,0.31747829762761365,3.8003310717866214,3.427292438973211
2019,11,3071578.6,3132786.0,9.65,2292963.2,391070.0,8.77,257.208,State,7546410,0.4070251417561463,0.3038482139189363,3.751827314858013,3.4096917669745883
2019,12,3908737.5,3142264.0,9.57,2629336.8,389912.0,8.84,256.974,State,7546410,0.5179598643593444,0.3484222034053278,3.724112166989657,3.4400367352339147
2020,1,4046580.9,3154786.0,9.55,2634167.4,389577.0,8.79,257.971,State,7656200,0.5285364671769285,0.3440567644523393,3.7019665001104776,3.407359741986502
2020,2,3602750.4,3133383.0,9.54,2450935.6,384848.0,8.84,258.678,State,7656200,0.47056639063765315,0.320124291423944,3.6879827430241456,3.4173760428022484
2020,3,3635816.0,3135623.0,9.72,2411650.0,387779.0,8.93,258.115,State,7656200,0.4748851910869622,0.3149930775058123,3.765763322550026,3.4596981965403013
2020,4,2967715.7,3192128.0,9.8,2087288.9,392136.0,8.74,256.389,State,7656200,0.3876225412084324,0.2726272694025757,3.822316870068529,3.408882596367239
2020,5,2493203.4,3158836.0,10.01,1958485.4,389519.0,9.02,256.394,State,7656200,0.32564501972257776,0.2558038452496016,3.9041475229529548,3.5180230426609045
2020,6,2504660.5,3164916.0,10.08,2062111.7,387411.0,9.07,257.797,State,7656200,0.3271414670463154,0.2693387973145947,3.9100532589595685,3.518272128845564
2020,7,2751882.5,3181989.0,10.02,2275392.7,392796.0,8.74,259.101,State,7656200,0.3594318983307646,0.29719608944384945,3.8672178030960893,3.373201955993995
2020,8,2591627.2,3164874.0,10.08,2319079.8,388923.0,8.77,259.918,State,7656200,0.3385004571458426,0.30290219691230635,3.8781461845659018,3.3741410752621976
2020,9,2373058.8,3179647.0,10.19,2207023.3,391955.0,8.9,260.28,State,7656200,0.30995256132284943,0.288266150309553,3.9150145996619026,3.419394498232673
2020,10,2605835.6,3189126.0,10.03,2260711.0,391482.0,9.1,260.388,State,7656200,0.3403562602857815,0.29527846712468325,3.8519440219979417,3.494784705900426
2020,11,3171934.9,3164257.0,9.95,2231602.9,389049.0,9.13,260.229,State,7656200,0.41429624356730493,0.2914765680102401,3.823555406968478,3.508448328203237
2020,12,4113732.1,3199271.0,9.88,2408963.4,392134.0,9.09,260.474,State,7656200,0.5373072934353857,0.31464217235704395,3.7930849144252403,3.4897916874620885
2021,1,3986354.8,3190732.0,9.77,2409362.0,391329.0,8.91,261.582,State,7766975,0.5132441909495009,0.31020596821799995,3.73496647322828,3.406197674151892
2021,2,3940535.6,3194492.0,9.81,2393811.8,389371.0,9.08,263.014,State,7766975,0.5073449573353848,0.3082038760263809,3.7298394762256,3.452287710920331
2021,3,3902326.7,3227584.0,9.97,2491649.2,395272.0,9.13,264.877,State,7766975,0.5024255517753051,0.3208004660759176,3.7640112203022533,3.4468828928144006
2021,4,2980926.7,3212049.0,10.14,2278812.0,392998.0,8.95,267.054,State,7766975,0.3837950682215406,0.29339762262656954,3.796984879462581,3.3513821174743685
2021,5,2554682.5,3209023.0,10.21,2136380.7,393627.0,9.07,269.195,State,7766975,0.32891601942841325,0.2750595566485022,3.7927896134772197,3.369304779063504
2021,6,2717303.5,3212182.0,10.15,2430583.1,393634.0,9.12,271.696,State,7766975,0.34985351439910645,0.312938190222062,3.735792945056239,3.356692774277133
2021,7,2813088.1,3222492.0,10.26,2443672.9,395464.0,9.16,273.003,State,7766975,0.36218580592830546,0.31462350529002603,3.7582004593356118,3.355274484163178
2021,8,2750151.4,3240724.0,10.29,2519110.9,394307.0,9.04,273.567,State,7766975,0.3540826898502956,0.3243361669118286,3.761418592154755,3.3044921353818255
2021,9,2395717.3,3233217.0,10.41,2303213.0,396784.0,9.18,274.31,State,7766975,0.30844920963438144,0.2965392575616633,3.794976486456928,3.346578688345302
2021,10,2642217.7,3228753.0,10.39,2314599.2,394094.0,9.48,276.589,State,7766975,0.34018619861657856,0.29800523369780385,3.7564762156123344,3.427468192878242
2021,11,3083412.4,3237718.0,10.22,2344089.2,396554.0,9.31,277.948,State,7766975,0.3969901280743146,0.3018020786728424,3.6769467670211697,3.349547397354901
2021,12,4254516.4,3240757.0,10.09,2572097.1,394825.0,9.29,278.802,State,7766975,0.5477700649223154,0.3311581535926149,3.619055817390119,3.332113829886442
2022,1,4571377.8,3236464.0,9.94,2737655.9,396612.0,9.39,281.148,State,7864400,0.5812748334265805,0.34810740806673107,3.5355044318294984,3.339877929062273
2022,2,3880365.9,3232350.0,10.04,2441279.0,393444.0,9.47,283.716,State,7864400,0.4934090203957072,0.3104215197599308,3.5387500176232565,3.337844887140662
2022,3,3842136.4,3304281.0,10.14,2469324.1,403809.0,9.49,287.504,State,7864400,0.48854793754132547,0.31398760236000206,3.526907451722411,3.300823640714564
2022,4,3286471.3,3255357.0,10.14,2388936.8,395050.0,9.34,289.109,State,7864400,0.4178921850363664,0.30376593255683837,3.5073276860976312,3.230615442618528
2022,5,2826102.8,3265567.0,10.37,2299461.0,399184.0,9.54,292.296,State,7864400,0.359353898580947,0.29238861197294136,3.5477734898869637,3.26381476311684
2022,6,2560683.7,3271912.0,10.52,2313306.2,397380.0,9.48,296.311,State,7864400,0.32560445806418803,0.2941491022837089,3.550323815180672,3.199341232691328
2022,7,2820200.5,3273422.0,10.45,2462318.0,400344.0,9.47,296.276,State,7864400,0.35860338995981894,0.3130967397385687,3.5271166074876126,3.196343949560545
2022,8,2987809.5,3285972.0,10.41,2608434.9,398863.0,9.45,296.171,State,7864400,0.3799157596256548,0.33167627536747873,3.5148613469921095,3.19072427752886
2022,9,2498625.3,3286929.0,10.6,2452679.9,398996.0,9.49,296.808,State,7864400,0.3177134047098316,0.3118712044148314,3.5713323091021807,3.197353171073556
2022,10,2446597.8,3284239.0,10.62,2365480.0,397504.0,9.78,298.012,State,7864400,0.31109783327399415,0.30078327653730735,3.563614887991087,3.281747043743205
2022,11,3499071.4,3281465.0,10.34,2551385.0,398666.0,9.44,297.711,State,7864400,0.44492541071156094,0.32442207924317173,3.473166930345201,3.170860330992136
2022,12,4556406.7,3304061.0,10.04,2690187.4,399179.0,9.6,296.797,State,7864400,0.579371178983775,0.3420715375616703,3.382783518701334,3.2345340417861363
2023,1,4449131.1,3303354.0,10.49,2725713.6,398279.0,9.99,299.17,State,7951150,0.5595581896958302,0.34280746810209844,3.5063676170739044,3.3392385600160446
2023,2,3909200.7,3284012.0,10.71,2483301.6,396697.0,9.99,300.84,State,7951150,0.4916522389842979,0.312319802795822,3.5600319106501797,3.320702034303949
2023,3,4109760.4,3326288.0,10.79,2676398.3,402537.0,10.1,301.836,State,7951150,0.5168762254516642,0.33660518289807134,3.574788958242224,3.346187996130349
2023,4,3269616.7,3298626.0,10.95,2466345.0,400538.0,9.86,303.363,State,7951150,0.41121305723071505,0.31018720562434365,3.6095370892297343,3.250231570758464
2023,5,2763419.4,3315936.0,11.16,2387888.9,400833.0,9.75,304.127,State,7951150,0.3475496500506216,0.30031994114058974,3.669519641465572,3.205897536226642
2023,6,2493057.1,3318452.0,11.21,2442038.8,401177.0,9.7,305.109,State,7951150,0.31354673223370205,0.3071302641756224,3.674096798193433,3.179191698704397
2023,7,2721313.9,3331766.0,11.15,2517745.6,403951.0,9.71,305.691,State,7951150,0.3422541267615376,0.3166517547776108,3.6474740833063457,3.176410165821042
2023,8,2858401.5,3331614.0,11.14,2665124.9,402846.0,9.82,307.026,State,7951150,0.35949535601768295,0.3351873502575099,3.6283572075329125,3.1984261919185997
2023,9,2402144.1,3322671.0,11.38,2423992.3,402809.0,9.87,307.789,State,7951150,0.3021127887160977,0.3048605924929098,3.697338111498462,3.206742281238121
2023,10,2660022.5,3337563.0,11.33,2480115.3,402954.0,10.18,307.671,State,7951150,0.3345456317639587,0.31191906831087324,3.682505013472183,3.3087291294922174
2023,11,3312642.9,3327648.0,11.07,2440260.1,402048.0,10.08,307.051,State,7951150,0.41662437509039574,0.30690656068619004,3.6052642720590398,3.282842263988719
2023,12,3991431.7,3340072.0,10.98,2660717.6,402375.0,9.94,306.746,State,7951150,0.5019942649805375,0.33463305308037206,3.5795087792505855,3.2404660533470686
